date,weekno,employee_id,name,status
03-Apr-22,W 15,Atq -370,ELLA ROTH,WO
03-Apr-22,W 15,Atq -423,RODRIGO PRICE,WO
03-Apr-22,W 15,Atq -438,MILES FIELDS,WO
03-Apr-22,W 15,Atq -349,TRYSTAN ORTEGA,WO
03-Apr-22,W 15,Atq -459,iris woodard,WO
03-Apr-22,W 15,Atq -396,JOEL CRUZ,WO
03-Apr-22,W 15,Atq -393,janelle raymond,WO
03-Apr-22,W 15,Atq -419,faith hamilton,WO
03-Apr-22,W 15,Atq -446,APRIL AYERS,WO
03-Apr-22,W 15,Atq -334,boston morse,WO
03-Apr-22,W 15,Atq -343,myla klein,WO
03-Apr-22,W 15,Atq -335,MADELYNN GRAY,WO
03-Apr-22,W 15,Atq -440,MCKAYLA PARKER,WO
03-Apr-22,W 15,Atq -405,sofia solis,WO
03-Apr-22,W 15,Atq -450,miya hampton,WO
03-Apr-22,W 15,Atq -467,cason david,WO
03-Apr-22,W 15,Atq -419,kaylah schultz,WO
03-Apr-22,W 15,Atq -443,LYRIC BARTLETT,WO
03-Apr-22,W 15,Atq -335,TORI SHANNON,WO
03-Apr-22,W 15,Atq -397,GRACE STONE,WO
03-Apr-22,W 15,Atq -404,ana little,WO
03-Apr-22,W 15,Atq -436,PHOENIX BRADY,WO
03-Apr-22,W 15,Atq -441,loki lal,WO
03-Apr-22,W 15,Atq -366,peter pandey,WO
03-Apr-22,W 15,Atq -438,mekhi singleton,WO
03-Apr-22,W 15,Atq -398,bo cordova,WO
03-Apr-22,W 15,Atq -411,nevaeh waller,WO
03-Apr-22,W 15,Atq -462,JARVIS SINGH,WO
03-Apr-22,W 15,Atq -406,thanos thakur,WO
03-Apr-22,W 15,Atq -458,jessie carrillo,WO
03-Apr-22,W 15,Atq -400,CHAD MACIAS,WO
03-Apr-22,W 15,Atq -437,DALLAS WEEKS,WO
03-Apr-22,W 15,Atq -372,miley combs,WO
03-Apr-22,W 15,Atq -369,greta horton,WO
03-Apr-22,W 15,Atq -374,KALEY FITZPATRICK,WO
03-Apr-22,W 15,Atq -470,JOVANI POPE,WO
03-Apr-22,W 15,Atq -455,CAYLEE MEADOWS,WO
03-Apr-22,W 15,Atq -385,finnegan gilbert,WO
03-Apr-22,W 15,Atq -387,konner henson,WO
03-Apr-22,W 15,Atq -430,MAXIMUS MCKENZIE,WO
03-Apr-22,W 15,Atq -443,ANDREW CUMMINGS,WO
03-Apr-22,W 15,Atq -461,josh sharp,WO
03-Apr-22,W 15,Atq -453,NEHEMIAH DIAZ,WO
03-Apr-22,W 15,Atq -376,DOMINIQUE BENJAMIN,WO
03-Apr-22,W 15,Atq -418,hillary kirk,WO
03-Apr-22,W 15,Atq -373,isiah small,WO
03-Apr-22,W 15,Atq -382,GUSTAVO RITTER,WO
03-Apr-22,W 15,Atq -408,nick orozco,WO
03-Apr-22,W 15,Atq -418,marquis wyatt,WO
03-Apr-22,W 15,Atq -414,TITUS ANDERSEN,WO
03-Apr-22,W 15,Atq -403,WILL MAHONEY,WO
03-Apr-22,W 15,Atq -393,emma freeman,WO
03-Apr-22,W 15,Atq -367,BRILEY ORR,WO
03-Apr-22,W 15,Atq -452,ayanna atkins,WO
03-Apr-22,W 15,Atq -485,GREGORY CARR,WO
03-Apr-22,W 15,Atq -421,RYLEE MULLINS,WO
03-Apr-22,W 15,Atq -432,ryann guerrero,WO
03-Apr-22,W 15,Atq -484,demarcus gordon,WO
03-Apr-22,W 15,Atq -428,ciara allison,WO
03-Apr-22,W 15,Atq -467,ESPERANZA IRWIN,WO
03-Apr-22,W 15,Atq -396,KARMA REEVES,WO
03-Apr-22,W 15,Atq -458,JESSIE CARRILLO,WFO
03-Apr-22,W 15,Atq -400,chad macias,WFO
03-Apr-22,W 15,Atq -437,DALLAS WEEKS,WFO
03-Apr-22,W 15,Atq -372,miley combs,WFO
03-Apr-22,W 15,Atq -369,greta horton,WFO
04-Apr-22,W 15,Atq -374,kaley fitzpatrick,WFO
04-Apr-22,W 15,Atq -470,jovani pope,WFO
04-Apr-22,W 15,Atq -455,CAYLEE MEADOWS,WFO
04-Apr-22,W 15,Atq -385,finnegan gilbert,WFO
04-Apr-22,W 15,Atq -387,KONNER HENSON,WFO
04-Apr-22,W 15,Atq -443,andrew cummings,WFO
04-Apr-22,W 15,Atq -453,NEHEMIAH DIAZ,WFO
04-Apr-22,W 15,Atq -376,DOMINIQUE BENJAMIN,WFO
04-Apr-22,W 15,Atq -418,hillary kirk,WFO
04-Apr-22,W 15,Atq -373,ISIAH SMALL,WFO
04-Apr-22,W 15,Atq -408,nick orozco,WFO
04-Apr-22,W 15,Atq -418,marquis wyatt,WFO
04-Apr-22,W 15,Atq -414,TITUS ANDERSEN,WFO
04-Apr-22,W 15,Atq -403,WILL MAHONEY,WFO
04-Apr-22,W 15,Atq -367,briley orr,WFO
04-Apr-22,W 15,Atq -452,AYANNA ATKINS,WFO
04-Apr-22,W 15,Atq -421,rylee mullins,WFO
04-Apr-22,W 15,Atq -432,ryann guerrero,WFO
04-Apr-22,W 15,Atq -484,DEMARCUS GORDON,WFO
04-Apr-22,W 15,Atq -428,ciara allison,WFO
04-Apr-22,W 15,Atq -467,ESPERANZA IRWIN,WFO
04-Apr-22,W 15,Atq -396,karma reeves,WFO
04-Apr-22,W 15,Atq -472,CRISTOFER BERNARD,WFO
04-Apr-22,W 15,Atq -412,tucker austin,WFO
04-Apr-22,W 15,Atq -398,salvatore hendrix,WFO
04-Apr-22,W 15,Atq -484,ADYSON MOYER,WFO
04-Apr-22,W 15,Atq -456,ADRIEL PACE,WFO
04-Apr-22,W 15,Atq -375,kenley marsh,WFO
04-Apr-22,W 15,Atq -475,london kim,WFO
04-Apr-22,W 15,Atq -405,CHRIS FRYE,WFO
04-Apr-22,W 15,Atq -426,ROMAN COLON,WFO
04-Apr-22,W 15,Atq -435,DEAN MCLAUGHLIN,WFO
04-Apr-22,W 15,Atq -348,WESTON HORTON,WFO
04-Apr-22,W 15,Atq -468,xiomara ruiz,WFO
04-Apr-22,W 15,Atq -368,macie callahan,WFO
04-Apr-22,W 15,Atq -475,REY NOVAK,WFO
04-Apr-22,W 15,Atq -375,hailee fitzpatrick,WFO
04-Apr-22,W 15,Atq -433,jayce fuentes,WFO
04-Apr-22,W 15,Atq -370,ELLA ROTH,WFO
04-Apr-22,W 15,Atq -423,RODRIGO PRICE,WFO
04-Apr-22,W 15,Atq -438,MILES FIELDS,WFO
04-Apr-22,W 15,Atq -349,TRYSTAN ORTEGA,WFO
04-Apr-22,W 15,Atq -459,IRIS WOODARD,WFO
04-Apr-22,W 15,Atq -393,janelle raymond,WFO
04-Apr-22,W 15,Atq -419,FAITH HAMILTON,WFO
04-Apr-22,W 15,Atq -446,APRIL AYERS,WFO
04-Apr-22,W 15,Atq -334,boston morse,WFO
04-Apr-22,W 15,Atq -343,myla klein,WFO
04-Apr-22,W 15,Atq -335,MADELYNN GRAY,WFO
04-Apr-22,W 15,Atq -440,MCKAYLA PARKER,WFO
04-Apr-22,W 15,Atq -405,SOFIA SOLIS,WFO
04-Apr-22,W 15,Atq -450,miya hampton,WFO
04-Apr-22,W 15,Atq -419,KAYLAH SCHULTZ,WFO
04-Apr-22,W 15,Atq -443,lyric bartlett,WFO
04-Apr-22,W 15,Atq -335,TORI SHANNON,WFO
04-Apr-22,W 15,Atq -397,grace stone,WFO
04-Apr-22,W 15,Atq -404,ana little,WFO
04-Apr-22,W 15,Atq -436,PHOENIX BRADY,WFO
04-Apr-22,W 15,Atq -441,LOKI LAL,WFO
04-Apr-22,W 15,Atq -366,PETER PANDEY,WFO
04-Apr-22,W 15,Atq -438,mekhi singleton,WFO
04-Apr-22,W 15,Atq -398,BO CORDOVA,WFO
04-Apr-22,W 15,Atq -462,jarvis singh,WFO
04-Apr-22,W 15,Atq -406,THANOS THAKUR,WFO
04-Apr-22,W 15,Atq -396,joel cruz,WFH
04-Apr-22,W 15,Atq -411,nevaeh waller,WFH
04-Apr-22,W 15,Atq -430,maximus mckenzie,WFH
04-Apr-22,W 15,Atq -382,GUSTAVO RITTER,WFH
04-Apr-22,W 15,Atq -393,EMMA FREEMAN,WFH
04-Apr-22,W 15,Atq -485,GREGORY CARR,WFH
04-Apr-22,W 15,Atq -331,jonah hamilton,WFH
04-Apr-22,W 15,Atq -458,jessie carrillo,WFO
04-Apr-22,W 15,Atq -400,chad macias,WFO
04-Apr-22,W 15,Atq -437,dallas weeks,WFO
04-Apr-22,W 15,Atq -372,miley combs,WFO
04-Apr-22,W 15,Atq -369,greta horton,WFO
05-Apr-22,W 15,Atq -374,kaley fitzpatrick,WFO
05-Apr-22,W 15,Atq -470,JOVANI POPE,WFO
05-Apr-22,W 15,Atq -455,caylee meadows,WFO
05-Apr-22,W 15,Atq -385,FINNEGAN GILBERT,WFO
05-Apr-22,W 15,Atq -387,KONNER HENSON,WFO
05-Apr-22,W 15,Atq -443,andrew cummings,WFO
05-Apr-22,W 15,Atq -453,nehemiah diaz,WFO
05-Apr-22,W 15,Atq -376,DOMINIQUE BENJAMIN,WFO
05-Apr-22,W 15,Atq -418,hillary kirk,WFO
05-Apr-22,W 15,Atq -373,isiah small,WFO
05-Apr-22,W 15,Atq -408,nick orozco,WFO
05-Apr-22,W 15,Atq -418,marquis wyatt,WFO
05-Apr-22,W 15,Atq -414,TITUS ANDERSEN,WFO
05-Apr-22,W 15,Atq -403,will mahoney,WFO
05-Apr-22,W 15,Atq -367,briley orr,WFO
05-Apr-22,W 15,Atq -452,ayanna atkins,WFO
05-Apr-22,W 15,Atq -421,rylee mullins,WFO
05-Apr-22,W 15,Atq -432,ryann guerrero,WFO
05-Apr-22,W 15,Atq -484,DEMARCUS GORDON,WFO
05-Apr-22,W 15,Atq -428,CIARA ALLISON,WFO
05-Apr-22,W 15,Atq -467,esperanza irwin,WFO
05-Apr-22,W 15,Atq -396,KARMA REEVES,WFO
05-Apr-22,W 15,Atq -472,CRISTOFER BERNARD,WFO
05-Apr-22,W 15,Atq -412,TUCKER AUSTIN,WFO
05-Apr-22,W 15,Atq -398,SALVATORE HENDRIX,WFO
05-Apr-22,W 15,Atq -484,adyson moyer,WFO
05-Apr-22,W 15,Atq -385,JASE INGRAM,WFO
05-Apr-22,W 15,Atq -456,adriel pace,WFO
05-Apr-22,W 15,Atq -375,kenley marsh,WFO
05-Apr-22,W 15,Atq -475,london kim,WFO
05-Apr-22,W 15,Atq -426,roman colon,WFO
05-Apr-22,W 15,Atq -435,dean mclaughlin,WFO
05-Apr-22,W 15,Atq -348,WESTON HORTON,WFO
05-Apr-22,W 15,Atq -468,XIOMARA RUIZ,WFO
05-Apr-22,W 15,Atq -368,MACIE CALLAHAN,WFO
05-Apr-22,W 15,Atq -475,REY NOVAK,WFO
05-Apr-22,W 15,Atq -433,jayce fuentes,WFO
05-Apr-22,W 15,Atq -370,ella roth,WFO
05-Apr-22,W 15,Atq -423,rodrigo price,WFO
05-Apr-22,W 15,Atq -438,miles fields,WFO
05-Apr-22,W 15,Atq -349,trystan ortega,WFO
05-Apr-22,W 15,Atq -459,iris woodard,WFO
05-Apr-22,W 15,Atq -393,JANELLE RAYMOND,WFO
05-Apr-22,W 15,Atq -419,faith hamilton,WFO
05-Apr-22,W 15,Atq -446,april ayers,WFO
05-Apr-22,W 15,Atq -334,BOSTON MORSE,WFO
05-Apr-22,W 15,Atq -343,MYLA KLEIN,WFO
05-Apr-22,W 15,Atq -335,MADELYNN GRAY,WFO
05-Apr-22,W 15,Atq -440,MCKAYLA PARKER,WFO
05-Apr-22,W 15,Atq -405,SOFIA SOLIS,WFO
05-Apr-22,W 15,Atq -450,miya hampton,WFO
05-Apr-22,W 15,Atq -467,cason david,WFO
05-Apr-22,W 15,Atq -419,kaylah schultz,WFO
05-Apr-22,W 15,Atq -443,lyric bartlett,WFO
05-Apr-22,W 15,Atq -335,tori shannon,WFO
05-Apr-22,W 15,Atq -397,grace stone,WFO
05-Apr-22,W 15,Atq -436,PHOENIX BRADY,WFO
05-Apr-22,W 15,Atq -441,loki lal,WFO
05-Apr-22,W 15,Atq -366,PETER PANDEY,WFO
05-Apr-22,W 15,Atq -438,MEKHI SINGLETON,WFO
05-Apr-22,W 15,Atq -398,BO CORDOVA,WFO
05-Apr-22,W 15,Atq -411,NEVAEH WALLER,WFO
05-Apr-22,W 15,Atq -462,JARVIS SINGH,WFO
05-Apr-22,W 15,Atq -406,THANOS THAKUR,WFO
05-Apr-22,W 15,Atq -396,joel cruz,WFH
05-Apr-22,W 15,Atq -375,hailee fitzpatrick,ML
05-Apr-22,W 15,Atq -430,maximus mckenzie,WFH
05-Apr-22,W 15,Atq -382,GUSTAVO RITTER,WFH
05-Apr-22,W 15,Atq -393,EMMA FREEMAN,WFH
05-Apr-22,W 15,Atq -485,gregory carr,WFH
05-Apr-22,W 15,Atq -405,CHRIS FRYE,WFH
05-Apr-22,W 15,Atq -331,JONAH HAMILTON,WFH
05-Apr-22,W 15,Atq -458,JESSIE CARRILLO,WFO
05-Apr-22,W 15,Atq -437,dallas weeks,WFO
05-Apr-22,W 15,Atq -372,MILEY COMBS,WFO
05-Apr-22,W 15,Atq -369,GRETA HORTON,WFO
05-Apr-22,W 15,Atq -374,kaley fitzpatrick,WFO
05-Apr-22,W 15,Atq -470,JOVANI POPE,WFO
06-Apr-22,W 15,Atq -455,CAYLEE MEADOWS,WFO
06-Apr-22,W 15,Atq -385,FINNEGAN GILBERT,WFO
06-Apr-22,W 15,Atq -387,konner henson,WFO
06-Apr-22,W 15,Atq -443,andrew cummings,WFO
06-Apr-22,W 15,Atq -453,NEHEMIAH DIAZ,WFO
06-Apr-22,W 15,Atq -376,DOMINIQUE BENJAMIN,WFO
06-Apr-22,W 15,Atq -418,HILLARY KIRK,WFO
06-Apr-22,W 15,Atq -373,ISIAH SMALL,WFO
06-Apr-22,W 15,Atq -408,nick orozco,WFO
06-Apr-22,W 15,Atq -418,marquis wyatt,WFO
06-Apr-22,W 15,Atq -414,TITUS ANDERSEN,WFO
06-Apr-22,W 15,Atq -403,will mahoney,WFO
06-Apr-22,W 15,Atq -393,EMMA FREEMAN,WFO
06-Apr-22,W 15,Atq -367,briley orr,WFO
06-Apr-22,W 15,Atq -452,AYANNA ATKINS,WFO
06-Apr-22,W 15,Atq -421,RYLEE MULLINS,WFO
06-Apr-22,W 15,Atq -432,RYANN GUERRERO,WFO
06-Apr-22,W 15,Atq -484,DEMARCUS GORDON,WFO
06-Apr-22,W 15,Atq -428,ciara allison,WFO
06-Apr-22,W 15,Atq -467,ESPERANZA IRWIN,WFO
06-Apr-22,W 15,Atq -396,karma reeves,WFO
06-Apr-22,W 15,Atq -472,CRISTOFER BERNARD,WFO
06-Apr-22,W 15,Atq -412,TUCKER AUSTIN,WFO
06-Apr-22,W 15,Atq -398,SALVATORE HENDRIX,WFO
06-Apr-22,W 15,Atq -484,adyson moyer,WFO
06-Apr-22,W 15,Atq -385,JASE INGRAM,WFO
06-Apr-22,W 15,Atq -456,adriel pace,WFO
06-Apr-22,W 15,Atq -375,kenley marsh,WFO
06-Apr-22,W 15,Atq -475,london kim,WFO
06-Apr-22,W 15,Atq -405,chris frye,WFO
06-Apr-22,W 15,Atq -426,roman colon,WFO
06-Apr-22,W 15,Atq -435,DEAN MCLAUGHLIN,WFO
06-Apr-22,W 15,Atq -348,WESTON HORTON,WFO
06-Apr-22,W 15,Atq -468,xiomara ruiz,WFO
06-Apr-22,W 15,Atq -368,macie callahan,WFO
06-Apr-22,W 15,Atq -475,REY NOVAK,WFO
06-Apr-22,W 15,Atq -375,hailee fitzpatrick,WFO
06-Apr-22,W 15,Atq -433,JAYCE FUENTES,WFO
06-Apr-22,W 15,Atq -423,rodrigo price,WFO
06-Apr-22,W 15,Atq -438,miles fields,WFO
06-Apr-22,W 15,Atq -349,trystan ortega,WFO
06-Apr-22,W 15,Atq -459,IRIS WOODARD,WFO
06-Apr-22,W 15,Atq -393,janelle raymond,WFO
06-Apr-22,W 15,Atq -419,FAITH HAMILTON,WFO
06-Apr-22,W 15,Atq -446,april ayers,WFO
06-Apr-22,W 15,Atq -334,boston morse,WFO
06-Apr-22,W 15,Atq -343,myla klein,WFO
06-Apr-22,W 15,Atq -335,MADELYNN GRAY,WFO
06-Apr-22,W 15,Atq -440,mckayla parker,WFO
06-Apr-22,W 15,Atq -405,SOFIA SOLIS,WFO
06-Apr-22,W 15,Atq -450,miya hampton,WFO
06-Apr-22,W 15,Atq -467,cason david,WFO
06-Apr-22,W 15,Atq -419,KAYLAH SCHULTZ,WFO
06-Apr-22,W 15,Atq -443,lyric bartlett,WFO
06-Apr-22,W 15,Atq -335,tori shannon,WFO
06-Apr-22,W 15,Atq -397,grace stone,WFO
06-Apr-22,W 15,Atq -436,phoenix brady,WFO
06-Apr-22,W 15,Atq -441,loki lal,WFO
06-Apr-22,W 15,Atq -366,peter pandey,WFO
06-Apr-22,W 15,Atq -438,mekhi singleton,WFO
06-Apr-22,W 15,Atq -398,BO CORDOVA,WFO
06-Apr-22,W 15,Atq -411,NEVAEH WALLER,WFO
06-Apr-22,W 15,Atq -462,JARVIS SINGH,WFO
06-Apr-22,W 15,Atq -406,THANOS THAKUR,WFO
06-Apr-22,W 15,Atq -396,joel cruz,WFH
06-Apr-22,W 15,Atq -331,jonah hamilton,PL
06-Apr-22,W 15,Atq -404,ana little,PL
06-Apr-22,W 15,Atq -430,maximus mckenzie,WFH
06-Apr-22,W 15,Atq -382,GUSTAVO RITTER,WFH
